village,visit,date_set,trap_night,grid_number,line_number,trap_number,bait_type,habitat,trap_land_type,lat_degree,lat_dec,lon_degree,lon_dec,elevation,trap_uid,empty_morning,bait_present,trap_sprung,rodent_trapped,rodent_id,weather,...23
lalehun,1,2020-12-02T00:00:00Z,1,4,2,221,fish,"disturbed_forest, fallow_5y",by_tree,8,11.657,11,4.696,768,lalehun_1_1_4_221,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,4,3,222,fish,"disturbed_forest, fallow_5y","leaf_litter, edge",8,11.659,11,4.698,767,lalehun_1_1_4_222,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,4,3,223,fish,"disturbed_forest, fallow_5y",by_tree,8,11.662,11,4.694,774,lalehun_1_1_4_223,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,4,3,224,fish,"disturbed_forest, fallow_5y",by_tree,8,11.66,11,4.689,780,lalehun_1_1_4_224,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,4,3,225,fish,"disturbed_forest, fallow_5y","leaf_litter, by_rocks",8,11.66,11,4.688,787,lalehun_1_1_4_225,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,4,3,226,fish,"disturbed_forest, fallow_5y","leaf_litter, by_rocks",8,11.66,11,4.684,797,lalehun_1_1_4_226,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,4,3,227,fish,"disturbed_forest, fallow_5y",leaf_litter,8,11.66,11,4.682,802,lalehun_1_1_4_227,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,4,3,228,fish,"disturbed_forest, fallow_5y",leaf_litter,8,11.66,11,4.676,811,lalehun_1_1_4_228,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,4,4,229,fish,"disturbed_forest, fallow_5y","leaf_litter, by_rocks",8,11.663,11,4.676,807,lalehun_1_1_4_229,y,n,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,4,4,230,fish,"disturbed_forest, fallow_5y","leaf_litter, by_rocks",8,11.665,11,4.681,802,lalehun_1_1_4_230,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,4,4,231,fish,"disturbed_forest, fallow_5y","leaf_litter, by_tree",8,11.664,11,4.683,795,lalehun_1_1_4_231,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,4,4,232,fish,"disturbed_forest, fallow_5y","leaf_litter, by_rocks",8,11.664,11,4.687,789,lalehun_1_1_4_232,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,4,4,233,fish,"disturbed_forest, fallow_5y","by_tree, by_rocks",8,11.665,11,4.688,783,lalehun_1_1_4_233,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,4,4,234,fish,"disturbed_forest, fallow_5y",by_tree,8,11.667,11,4.689,778,lalehun_1_1_4_234,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,4,4,235,fish,"disturbed_forest, fallow_5y",thick_bush,8,11.665,11,4.691,774,lalehun_1_1_4_235,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,4,5,236,fish,"disturbed_forest, fallow_5y",by_tree,8,11.67,11,4.691,775,lalehun_1_1_4_236,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,4,5,237,fish,"disturbed_forest, fallow_5y",clearing,8,11.668,11,4.689,778,lalehun_1_1_4_237,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,4,5,238,fish,"disturbed_forest, fallow_5y",by_tree,8,11.67,11,4.685,783,lalehun_1_1_4_238,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,4,5,239,fish,"disturbed_forest, fallow_5y",by_rocks,8,11.67,11,4.683,785,lalehun_1_1_4_239,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,4,5,240,fish,"disturbed_forest, fallow_5y",by_rocks,8,11.669,11,4.681,793,lalehun_1_1_4_240,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,4,5,241,fish,"disturbed_forest, fallow_5y",leaf_litter,8,11.671,11,4.678,799,lalehun_1_1_4_241,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,4,5,242,fish,"disturbed_forest, fallow_5y",leaf_litter,8,11.672,11,4.674,807,lalehun_1_1_4_242,y,n,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,4,6,243,fish,"disturbed_forest, fallow_5y",leaf_litter,8,11.675,11,4.676,805,lalehun_1_1_4_243,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,4,6,244,fish,"disturbed_forest, fallow_5y",by_tree,8,11.677,11,4.678,797,lalehun_1_1_4_244,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,4,6,245,fish,"disturbed_forest, fallow_5y",by_tree,8,11.679,11,4.682,792,lalehun_1_1_4_245,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,4,6,246,fish,"disturbed_forest, fallow_5y","by_rocks, by_ant_nest",8,11.681,11,4.684,784,lalehun_1_1_4_246,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,4,6,247,fish,"disturbed_forest, fallow_5y",thick_bush,8,11.681,11,4.689,779,lalehun_1_1_4_247,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,4,6,248,fish,"disturbed_forest, fallow_5y",thick_bush,8,11.681,11,4.695,775,lalehun_1_1_4_248,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,4,6,121,fish,"disturbed_forest, fallow_5y",thick_bush,8,11.682,11,4.696,771,lalehun_1_1_4_121,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,4,7,122,fish,"disturbed_forest, fallow_5y","by_tree, by_path",8,11.687,11,4.696,773,lalehun_1_1_4_122,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,4,7,123,fish,"disturbed_forest, fallow_5y",leaf_litter,8,11.685,11,4.69,773,lalehun_1_1_4_123,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,4,7,124,fish,"disturbed_forest, fallow_5y",thick_bush,8,11.685,11,4.688,775,lalehun_1_1_4_124,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,4,7,125,fish,"disturbed_forest, fallow_5y",thick_bush,8,11.686,11,4.685,777,lalehun_1_1_4_125,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,4,7,126,fish,"disturbed_forest, fallow_5y",thick_bush,8,11.687,11,4.684,782,lalehun_1_1_4_126,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,4,7,127,fish,"disturbed_forest, fallow_5y",thick_bush,8,11.685,11,4.681,787,lalehun_1_1_4_127,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,4,7,128,fish,"disturbed_forest, fallow_5y",thick_bush,8,11.687,11,4.68,794,lalehun_1_1_4_128,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,5,1,129,meat,cassava_plantation,by_cassava_plant,8,11.619,11,4.811,789,lalehun_1_1_5_129,y,n,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,5,1,130,meat,cassava_plantation,by_cassava_plant,8,11.621,11,4.809,786,lalehun_1_1_5_130,y,n,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,5,1,113,meat,cassava_plantation,by_cassava_plant,8,11.625,11,4.808,786,lalehun_1_1_5_113,y,n,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,5,1,114,meat,cassava_plantation,by_cassava_plant,8,11.627,11,4.807,785,lalehun_1_1_5_114,y,n,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,5,1,115,meat,cassava_plantation,"by_cassava_plant, edge",8,11.63,11,4.806,784,lalehun_1_1_5_115,y,n,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,5,1,112,meat,cassava_plantation,thick_bush,8,11.631,11,4.806,784,lalehun_1_1_5_112,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,5,1,111,meat,cassava_plantation,thick_bush,8,11.635,11,4.806,784,lalehun_1_1_5_111,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,5,2,116,meat,cassava_plantation,by_cassava_plant,8,11.636,11,4.809,774,lalehun_1_1_5_116,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,5,2,117,meat,cassava_plantation,"by_cassava_plant, edge",8,11.634,11,4.809,775,lalehun_1_1_5_117,y,n,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,5,2,118,meat,cassava_plantation,by_cassava_plant,8,11.632,11,4.809,774,lalehun_1_1_5_118,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,5,2,119,meat,cassava_plantation,thick_bush,8,11.629,11,4.81,775,lalehun_1_1_5_119,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,5,2,120,meat,cassava_plantation,by_cassava_plant,8,11.626,11,4.81,774,lalehun_1_1_5_120,y,n,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,5,2,161,meat,cassava_plantation,by_ant_hill,8,11.624,11,4.811,776,lalehun_1_1_5_161,y,n,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,5,2,162,meat,cassava_plantation,by_cassava_plant,8,11.622,11,4.812,777,lalehun_1_1_5_162,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,5,3,87,meat,cassava_plantation,"edge, by_road",8,11.622,11,4.815,777,lalehun_1_1_5_87,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,5,3,88,meat,cassava_plantation,by_cassava_plant,8,11.625,11,4.815,775,lalehun_1_1_5_88,y,n,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,5,3,89,meat,cassava_plantation,by_cassava_plant,8,11.628,11,4.814,775,lalehun_1_1_5_89,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,5,3,90,meat,cassava_plantation,by_cassava_plant,8,11.632,11,4.814,773,lalehun_1_1_5_90,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,5,3,91,meat,cassava_plantation,by_cassava_plant,8,11.636,11,4.814,771,lalehun_1_1_5_91,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,5,3,92,meat,cassava_plantation,by_cassava_plant,8,11.638,11,4.813,771,lalehun_1_1_5_92,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,5,3,93,meat,cassava_plantation,by_cassava_plant,8,11.642,11,4.812,769,lalehun_1_1_5_93,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,5,4,169,meat,cassava_plantation,by_cassava_plant,8,11.646,11,4.816,769,lalehun_1_1_5_169,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,5,4,168,meat,cassava_plantation,by_cassava_plant,8,11.639,11,4.817,771,lalehun_1_1_5_168,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,5,4,96,meat,cassava_plantation,by_cassava_plant,8,11.636,11,4.821,775,lalehun_1_1_5_96,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,5,4,97,meat,cassava_plantation,by_cassava_plant,8,11.633,11,4.822,776,lalehun_1_1_5_97,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,5,4,98,meat,cassava_plantation,by_cassava_plant,8,11.63,11,4.822,776,lalehun_1_1_5_98,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,5,4,99,meat,cassava_plantation,by_cassava_plant,8,11.627,11,4.822,777,lalehun_1_1_5_99,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,5,4,167,meat,cassava_plantation,by_cassava_plant,8,11.636,11,4.819,766,lalehun_1_1_5_167,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,5,5,166,meat,cassava_plantation,by_cassava_plant,8,11.632,11,4.818,768,lalehun_1_1_5_166,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,5,5,165,meat,cassava_plantation,by_cassava_plant,8,11.63,11,4.82,768,lalehun_1_1_5_165,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,5,5,164,meat,cassava_plantation,by_cassava_plant,8,11.627,11,4.82,771,lalehun_1_1_5_164,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,5,5,163,meat,cassava_plantation,by_cassava_plant,8,11.624,11,4.821,772,lalehun_1_1_5_163,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,5,5,100,meat,cassava_plantation,by_cassava_plant,8,11.64,11,4.822,771,lalehun_1_1_5_100,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,5,5,95,meat,cassava_plantation,by_cassava_plant,8,11.639,11,4.823,771,lalehun_1_1_5_95,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,5,5,94,meat,cassava_plantation,by_cassava_plant,8,11.642,11,4.822,770,lalehun_1_1_5_94,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,5,6,207,meat,cassava_plantation,by_cassava_plant,8,11.645,11,4.827,769,lalehun_1_1_5_207,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,5,6,206,meat,cassava_plantation,by_cassava_plant,8,11.642,11,4.828,772,lalehun_1_1_5_206,y,n,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,5,6,205,meat,cassava_plantation,by_cassava_plant,8,11.639,11,4.828,775,lalehun_1_1_5_205,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,5,6,204,meat,cassava_plantation,by_cassava_plant,8,11.636,11,4.828,775,lalehun_1_1_5_204,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,5,6,203,meat,cassava_plantation,by_cassava_plant,8,11.633,11,4.828,776,lalehun_1_1_5_203,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,5,6,202,meat,cassava_plantation,by_cassava_plant,8,11.629,11,4.828,777,lalehun_1_1_5_202,y,n,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,5,6,201,meat,cassava_plantation,"by_cassava_plant, by_road, edge",8,11.626,11,4.827,776,lalehun_1_1_5_201,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,5,7,81,meat,cassava_plantation,"by_cassava_plant, by_road, edge",8,11.626,11,4.827,776,lalehun_1_1_5_81,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,5,7,82,meat,cassava_plantation,"by_cassava_plant, by_road, edge",8,11.633,11,4.831,778,lalehun_1_1_5_82,y,n,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,5,7,83,meat,cassava_plantation,by_cassava_plant,8,11.636,11,4.832,780,lalehun_1_1_5_83,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,5,7,84,meat,cassava_plantation,by_palm_tree,8,11.639,11,4.833,777,lalehun_1_1_5_84,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,5,7,85,meat,cassava_plantation,by_cassava_plant,8,11.642,11,4.833,774,lalehun_1_1_5_85,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,5,7,86,meat,cassava_plantation,by_cassava_plant,8,11.645,11,4.832,771,lalehun_1_1_5_86,y,n,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,5,7,87,meat,cassava_plantation,by_cassava_plant,8,11.647,11,4.832,796,lalehun_1_1_5_87,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,6,1,246,meat,village,"banana_garden, edge",8,11.906,11,4.794,711,lalehun_1_1_6_246,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,6,1,248,meat,village,"banana_garden, by_road",8,11.909,11,4.792,711,lalehun_1_1_6_248,n,n,y,y,LAL-14,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,6,1,257,meat,village,banana_garden,8,11.911,11,4.797,713,lalehun_1_1_6_257,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,6,1,249,meat,village,banana_garden,8,11.916,11,4.8,716,lalehun_1_1_6_249,y,n,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,6,1,250,meat,village,"banana_garden, by_cacao_tree, by_path",8,11.916,11,4.804,717,lalehun_1_1_6_250,y,n,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,6,1,254,meat,village,"bush, edge",8,11.906,11,4.81,720,lalehun_1_1_6_254,y,n,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,6,1,251,meat,village,"low_grass, by_road",8,11.882,11,4.813,728,lalehun_1_1_6_251,y,n,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,6,2,252,meat,village,low_shrubs,8,11.888,11,4.822,731,lalehun_1_1_6_252,n,n,y,y,LAL-15,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,6,2,253,meat,village,low_shrubs,8,11.872,11,4.828,735,lalehun_1_1_6_253,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,6,2,276,meat,village,garden,8,11.866,11,4.804,731,lalehun_1_1_6_276,y,n,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,6,2,257,meat,village,"garden, by_pineapple_plant, by_path",8,11.857,11,4.802,732,lalehun_1_1_6_257,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,6,2,258,meat,village,"by_house, low_shrubs",8,11.844,11,4.813,740,lalehun_1_1_6_258,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,6,2,260,meat,village,garden,8,11.819,11,4.821,744,lalehun_1_1_6_260,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,6,2,259,meat,village,garden,8,11.816,11,4.821,744,lalehun_1_1_6_259,y,n,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,6,3,261,meat,village,"garden, by_chicken_shed",8,11.814,11,4.82,742,lalehun_1_1_6_261,y,n,y,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,6,3,263,meat,village,"low_shrubs, by_chicken_shed",8,11.809,11,4.818,741,lalehun_1_1_6_263,n,n,y,y,LAL-16,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,6,3,264,meat,village,"garden, by_path",8,11.82,11,4.802,742,lalehun_1_1_6_264,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,6,3,265,meat,village,"garden, by_path",8,11.819,11,4.79,739,lalehun_1_1_6_265,y,y,n,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,6,3,275,meat,village,"by_coconut_tree, by_path",8,11.823,11,4.785,733,lalehun_1_1_6_275,y,y,y,n,na,dry,NA
lalehun,1,2020-12-02T00:00:00Z,1,6,3,274,meat,village,"shrubs, by_path",8,11.838,11,4.78,734,lalehun_1_1_6_274,y,y,n,n,na,dry,NA
lalehun,1,2020-12-03T00:00:00Z,4,1,1,1,oats,village_periphery,"bush, by_path",8,11.801,11,4.767,856,lalehun_1_4_1_1,y,y,n,n,na,dry,NA
lalehun,1,2020-12-03T00:00:00Z,4,1,1,2,oats,village_periphery,"bush, by_tree",8,11.796,11,4.771,855,lalehun_1_4_1_2,y,y,n,n,na,dry,NA
lalehun,1,2020-12-03T00:00:00Z,4,1,1,3,oats,village_periphery,"bush, by_path",8,11.793,11,4.772,857,lalehun_1_4_1_3,y,y,n,n,na,dry,NA
lalehun,1,2020-12-03T00:00:00Z,4,1,1,4,oats,village_periphery,low_shrubs,8,11.792,11,4.774,854,lalehun_1_4_1_4,y,y,n,n,na,dry,NA
lalehun,1,2020-12-03T00:00:00Z,4,1,1,5,oats,village_periphery,"low_shrubs, by_path",8,11.787,11,4.774,849,lalehun_1_4_1_5,y,y,n,n,na,dry,NA
lalehun,1,2020-12-03T00:00:00Z,4,1,1,6,oats,village_periphery,"shrubs, by_path, oil_palm_plantation",8,11.783,11,4.774,844,lalehun_1_4_1_6,y,y,n,n,na,dry,NA
lalehun,1,2020-12-03T00:00:00Z,4,1,1,7,oats,village_periphery,"by_tree, oil_palm_plantation",8,11.781,11,4.775,837,lalehun_1_4_1_7,y,y,n,n,na,dry,NA
lalehun,1,2020-12-03T00:00:00Z,4,1,2,8,oats,village_periphery,"shrubs, edge_oil_palm_plantation",8,11.779,11,4.77,830,lalehun_1_4_1_8,y,y,n,n,na,dry,NA
lalehun,1,2020-12-03T00:00:00Z,4,1,2,9,oats,village_periphery,shrubs,8,11.782,11,4.769,832,lalehun_1_4_1_9,y,y,n,n,na,dry,NA
lalehun,1,2020-12-03T00:00:00Z,4,1,2,10,oats,village_periphery,"shrubs, by_path",8,11.785,11,4.763,833,lalehun_1_4_1_10,y,y,n,n,na,dry,NA
lalehun,1,2020-12-03T00:00:00Z,4,1,2,11,oats,village_periphery,shrubs,8,11.787,11,4.764,831,lalehun_1_4_1_11,n,y,n,n,LAL-17,dry,NA
lalehun,1,2020-12-03T00:00:00Z,4,1,2,12,oats,village_periphery,grass,8,11.792,11,4.764,823,lalehun_1_4_1_12,y,y,n,n,na,dry,NA
lalehun,1,2020-12-03T00:00:00Z,4,1,2,13,oats,village_periphery,"shrubs, by_path",8,11.793,11,4.76,823,lalehun_1_4_1_13,y,y,n,n,na,dry,NA
lalehun,1,2020-12-03T00:00:00Z,4,1,2,14,oats,village_periphery,"shrubs, by_path",8,11.797,11,4.759,821,lalehun_1_4_1_14,y,y,n,n,na,dry,NA
lalehun,1,2020-12-03T00:00:00Z,4,1,3,15,oats,village_periphery,"shrubs, by_path",8,11.796,11,4.756,820,lalehun_1_4_1_15,y,y,n,n,na,dry,NA
lalehun,1,2020-12-03T00:00:00Z,4,1,3,16,oats,village_periphery,shrubs,8,11.793,11,4.761,817,lalehun_1_4_1_16,y,y,n,n,na,dry,NA
lalehun,1,2020-12-03T00:00:00Z,4,1,3,17,oats,village_periphery,shrubs,8,11.789,11,4.762,816,lalehun_1_4_1_17,y,y,n,n,na,dry,NA
lalehun,1,2020-12-03T00:00:00Z,4,1,3,18,oats,village_periphery,leaf_litter,8,11.785,11,4.763,813,lalehun_1_4_1_18,y,y,n,n,na,dry,NA
lalehun,1,2020-12-03T00:00:00Z,4,1,3,19,oats,village_periphery,by_tree,8,11.781,11,4.763,809,lalehun_1_4_1_19,y,y,n,n,na,dry,NA
lalehun,1,2020-12-03T00:00:00Z,4,1,3,20,oats,village_periphery,bush,8,11.78,11,4.767,804,lalehun_1_4_1_20,y,y,n,n,na,dry,NA
lalehun,1,2020-12-03T00:00:00Z,4,1,3,21,oats,village_periphery,bush,8,11.777,11,4.769,799,lalehun_1_4_1_21,y,y,n,n,na,dry,NA
lalehun,1,2020-12-03T00:00:00Z,4,1,4,22,oats,village_periphery,leaf_litter,8,11.776,11,4.764,789,lalehun_1_4_1_22,y,y,n,n,na,dry,NA
lalehun,1,2020-12-03T00:00:00Z,4,1,4,23,oats,village_periphery,leaf_litter,8,11.778,11,4.764,794,lalehun_1_4_1_23,y,y,n,n,na,dry,NA
lalehun,1,2020-12-03T00:00:00Z,4,1,4,24,oats,village_periphery,low_grass,8,11.784,11,4.76,799,lalehun_1_4_1_24,y,y,n,n,na,dry,NA
lalehun,1,2020-12-03T00:00:00Z,4,1,4,25,oats,village_periphery,low_grass,8,11.784,11,4.759,799,lalehun_1_4_1_25,y,y,n,n,na,dry,NA
lalehun,1,2020-12-03T00:00:00Z,4,1,4,26,oats,village_periphery,"by_tree, by_path",8,11.786,11,4.758,801,lalehun_1_4_1_26,y,y,n,n,na,dry,NA
lalehun,1,2020-12-03T00:00:00Z,4,1,4,27,oats,village_periphery,"near_structure, old_latrine",8,11.788,11,4.755,799,lalehun_1_4_1_27,y,y,n,n,na,dry,NA
lalehun,1,2020-12-03T00:00:00Z,4,1,4,28,oats,village_periphery,"near_structure, old_latrine",8,11.791,11,4.752,798,lalehun_1_4_1_28,n,n,n,n,na,dry,NA
lalehun,1,2020-12-03T00:00:00Z,4,1,5,29,oats,village_periphery,low_bush,8,11.789,11,4.749,796,lalehun_1_4_1_29,y,y,n,n,na,dry,NA
lalehun,1,2020-12-03T00:00:00Z,4,1,5,30,oats,village_periphery,leaf_litter,8,11.788,11,4.752,793,lalehun_1_4_1_30,y,y,y,n,na,dry,NA
lalehun,1,2020-12-03T00:00:00Z,4,1,5,31,oats,village_periphery,"shrubs, by_path",8,11.784,11,4.754,789,lalehun_1_4_1_31,y,y,n,n,na,dry,NA
lalehun,1,2020-12-03T00:00:00Z,4,1,5,32,oats,village_periphery,leaf_litter,8,11.781,11,4.757,786,lalehun_1_4_1_32,y,y,n,n,na,dry,NA
lalehun,1,2020-12-03T00:00:00Z,4,1,5,33,oats,village_periphery,"no_plants, clearing",8,11.778,11,4.759,785,lalehun_1_4_1_33,y,y,n,n,na,dry,NA
lalehun,1,2020-12-03T00:00:00Z,4,1,5,34,oats,village_periphery,by_tree,8,11.777,11,4.757,780,lalehun_1_4_1_34,y,y,n,n,na,dry,NA
lalehun,1,2020-12-03T00:00:00Z,4,1,5,35,oats,village_periphery,"clearing, by_banana_tree",8,11.774,11,4.76,774,lalehun_1_4_1_35,y,y,n,n,na,dry,NA
lalehun,1,2020-12-03T00:00:00Z,4,1,6,36,oats,village_periphery,"clearing, by_banana_tree",8,11.774,11,4.755,777,lalehun_1_4_1_36,y,y,n,n,na,dry,NA
lalehun,1,2020-12-03T00:00:00Z,4,1,6,37,oats,village_periphery,bush,8,11.773,11,4.755,775,lalehun_1_4_1_37,y,y,n,n,na,dry,NA
lalehun,1,2020-12-03T00:00:00Z,4,1,6,38,oats,village_periphery,"shrubs, by_path",8,11.775,11,4.753,775,lalehun_1_4_1_38,y,y,n,n,na,dry,NA
lalehun,1,2020-12-03T00:00:00Z,4,1,6,39,oats,village_periphery,"by_tree, by_path",8,11.778,11,4.75,776,lalehun_1_4_1_39,y,y,n,n,na,dry,NA
lalehun,1,2020-12-03T00:00:00Z,4,1,6,40,oats,village_periphery,thick_bush,8,11.78,11,4.747,777,lalehun_1_4_1_40,y,y,n,n,na,dry,NA
lalehun,1,2020-12-03T00:00:00Z,4,1,6,41,oats,village_periphery,thick_bush,8,11.781,11,4.745,777,lalehun_1_4_1_41,y,y,n,n,na,dry,NA
lalehun,1,2020-12-03T00:00:00Z,4,1,6,42,oats,village_periphery,clearing,8,11.785,11,4.742,778,lalehun_1_4_1_42,y,y,n,n,na,dry,NA
lalehun,1,2020-12-03T00:00:00Z,4,1,7,43,oats,village_periphery,thick_bush,8,11.782,11,4.742,779,lalehun_1_4_1_43,y,y,n,n,na,dry,NA
